DBSCAN_Cluster,Latitude,Longitude,Population Density
118,0.0062899658444732715,-0.1015042875346353,9.434505231635102
273,0.9650421524174199,-0.6005193011565046,9.365343389641001
223,-0.5839586637091021,0.5597362763124721,9.350064007676053
73,0.9028993973571007,-1.6944616731640882,9.314187067238356
291,-1.2483346360139178,0.7029050915449148,9.28190532420469
76,-0.5093762820756753,0.12687135153081927,9.21024624106526
71,1.6663156772947763,-1.1457562572026203,9.1859129224144
301,0.5685898563427132,0.432635068187233,9.112042733205426
165,-0.19865211413983921,0.35492501904554885,9.079950685499924
103,-0.826722779117922,1.2748193175632099,8.746099382503338
240,-0.3159470029060075,0.0737599054155378,8.586119612880562
15,0.9834731720600705,0.8903171078132649,8.281492481389577
114,-0.6227784228125254,-0.18862917584906802,8.251339318248247
68,0.9250710678907004,-0.23357745456508774,8.236874419897596
216,1.6505462531115507,-0.2480694345099284,8.188522163384885
108,0.15186263472924383,0.28816870897078983,8.06805988585352
220,-0.539232505084889,1.653719184271285,8.009736295593742
101,1.027253064659642,7.288486611903809e-06,7.977432241552261
122,0.5550344858364825,-0.7640759305825571,7.954521623751523
63,1.4337198563181772,0.08876631516058055,7.94894660672157
156,-1.6256368651916977,0.5539861069845299,7.887571101900873
46,0.7480897400011386,1.5612833121032899,7.873847792569994
214,-0.8971000729036823,0.2752591114984475,7.7065008284369405
209,-0.05590359340094939,-0.7175574640215286,7.482022166852035
45,-0.21105168724393256,0.9676188504845357,7.221941420955232
86,-0.08177870813885675,-0.5088379289066428,7.134926612250807
285,0.2841897732603711,-1.25178570718895,7.095196450077486
104,-0.36386534660710934,1.6919327077778967,7.047500149880465
175,0.011729214075455891,-0.35673105165093233,6.955682420276644
221,-0.6466135915239188,0.4816041389762257,6.858463052709393
102,1.1332225875762323,-0.47820125035560196,6.6979562925447595
20,-0.05831100371374052,0.5624317558643632,6.570054426392965
85,0.9974025870084786,0.7760092810690811,6.557712521558412
210,-0.3800886825036998,-1.5667375306782032,6.5189499608689845
196,-0.3821700545672063,-0.5103448560195959,6.487378580404563
232,-1.6988125170986224,-0.3660016929655877,6.351844163931919
83,0.06793988607656327,0.006651694568360904,6.3049016957959685
233,-0.41542441690996545,-1.2823129749196562,6.215456895678606
248,-1.3362035899571445,-0.3971651117265562,6.092070071909195
136,-0.7876710206138038,-0.2755490676516569,6.032493931584884
191,-0.9710696981213045,0.05710117090759061,5.781958826778984
91,-0.12016673722530931,0.0713076553375318,5.780011894920428
67,0.645684424067331,1.630065647250873,5.735064244880297
260,-0.22085986244489303,1.5917372009236435,5.550204895853211
56,-1.3529389865385297,-1.628280202229725,5.509193847989712
297,1.379300602004872,0.06791564237985226,5.485394937101157
244,1.2149882959561442,1.1060551820823716,5.449901884987123
0,0.08575657787117648,0.6344647239392818,5.120665563536262
127,-1.3140939297124217,0.8521607183520574,5.092431944129707
